Nombre,Categoría,Dirección,Teléfono,Web,Email,Valoración,Nº Reseñas,Nivel Precio,Tipos Google,Latitud,Longitud,Horarios,Estado,Google Maps,Place ID,Provincia,Región,País,Web válida (IA),Calidad (IA),Búsqueda
Natural Pilates,🧘‍♀️ Centro de yoga,"C. Parra, 14, 09002 Burgos, Spain",688 89 23 06,http://naturalpilates.es/,,5,200,,"establishment, gym, health, point_of_interest",42.3387518,-3.7016161,,OPERATIONAL,,ChIJLTGLUQj9RQ0RiW4TCNkKiNc,Burgos,Castilla y León,España,No,2,centro yoga · españa
Gimnasio Xtreme 2,🧘‍♀️ Centro de yoga,"Plaza Francisco Sarmiento, s/nº, 09005 Burgos, Spain",947 07 68 77,http://gimnasiosxtreme.es/,,4.5,113,,"establishment, gym, health, point_of_interest",42.3487848,-3.6951137,,OPERATIONAL,,ChIJ-d3eftv8RQ0Rz3rrMlFbbIM,Burgos,Castilla y León,España,No,2,centro yoga · españa
Centro Martins&Co,🧘‍♀️ Centro de yoga,"Av. Reyes Católicos, 53, 55 Bajo, 09006 Burgos, Spain",635 46 08 89,https://martinsandcotienda.es/,,4.8,149,,"beauty_salon, establishment, gym, hair_care, health, point_of_interest",42.3500624,-3.6903664,,OPERATIONAL,,ChIJk7jg06T8RQ0RzNsn7E-Ure4,Burgos,Castilla y León,España,No,2,centro yoga · españa
Metodo Sintoniza - Masajista en Palencia,🧘‍♀️ Centro de yoga,"C. Valverde, 10, Local 2, 34002 Palencia, Spain",646 32 15 94,http://www.metodosintoniza.com/,soporte@metodosintoniza.com,4.9,103,,"establishment, health, point_of_interest",42.0075044,-4.5301537,,OPERATIONAL,,ChIJU2Mkku2xRw0RNfhBfR5ai-E,Palencia,Castilla y León,España,No,2,centro yoga · españa
Gimnasio Sparta Sport Center Palencia - Calle Mayor,🧘‍♀️ Centro de yoga,"C. Mayor Principal, 101, Centro, 34001 La Habana, Palencia, Spain",680 65 29 20,https://spartasportcenter.com/palencia-calle-mayor/,,4.8,665,,"establishment, gym, health, point_of_interest",42.0064914,-4.531055,,OPERATIONAL,,ChIJVVWFgzewRw0RaAyM7-brwks,Palencia,Castilla y León,España,No,2,centro yoga · españa
Distrito Fitness,🧘‍♀️ Centro de yoga,"C. Párroco Lucas, 7, 24750 La Bañeza, León, Spain",691 20 48 47,http://www.distritofitness.es/,,4.9,100,,"establishment, gym, health, point_of_interest",42.2979049,-5.8950338,,OPERATIONAL,,ChIJFZ8oQyXROQ0Rgd1sWLql7eA,Zamora,Castilla y León,España,No,2,centro yoga · españa
Ginásio 100% Health Club,🧘‍♀️ Centro de yoga,"Edf Boega RC, Av. Aliados, 5400-038 Chaves, Portugal",925 492 375,https://ginasio100porcento.com/,ginasio100porcento@gmail.com,4.7,152,,"establishment, gym, health, point_of_interest",41.742954,-7.4715647,,OPERATIONAL,,ChIJoUCPkWXeOg0RfsL_OpVH7es,Braganza,,Portugal,No,2,centro yoga · españa
Inacua Aranda de Duero,🧘‍♀️ Centro de yoga,"Carr. Soria, s/n, 09400 Aranda de Duero, Burgos, Spain",947 51 11 42,https://www.inacua.com/aranda/,,4.6,109,,"establishment, gym, health, point_of_interest",41.6574554,-3.6826436,,OPERATIONAL,,ChIJ69XrTkYnRA0RUyN31h-TV_E,Burgos,Castilla y León,España,No,1,centro yoga · españa
Studio Pilates Natalia,🧘‍♀️ Centro de yoga,"C. Fray Antonio de Córdoba, 47, 47197 Valladolid, Spain",617 25 47 31,http://www.studiopilatesnatalia.es/,,4.9,146,,"establishment, gym, health, point_of_interest",41.6258937,-4.7624644,,OPERATIONAL,,ChIJq1mEtWBtRw0R0tfyB6wbr8E,Valladolid,Castilla y León,España,No,1,centro yoga · españa
Xperience Arena,🧘‍♀️ Centro de yoga,"C. de Enrique Cubero, 9, 47014 Valladolid, Spain",983 58 78 16,https://xperience.es/arena/,,4.6,174,,"establishment, gym, health, point_of_interest",41.6356523,-4.7681848,,OPERATIONAL,,ChIJa7l-WhxtRw0R5zdwW7d1lsI,Valladolid,Castilla y León,España,No,2,centro yoga · españa
Arjuna Escuela de Yoga,🧘‍♀️ Centro de yoga,"Calle del Monasterio Sta. Isabel, 8, 47015 Valladolid, Spain",622 79 34 02,https://arjunaescueladeyoga.es/,,5,101,,"establishment, gym, health, point_of_interest",41.6488893,-4.7495371,,OPERATIONAL,,ChIJx5cH6EFtRw0Rsgt1G8-ctiI,Valladolid,Castilla y León,España,No,1,centro yoga · españa
"Entrenamiento personal en Valladolid JYM PERFORMANCE CLUB, S.L.",🧘‍♀️ Centro de yoga,"C. Diego de Almagro, 5, 47195 Arroyo de la Encomienda, Valladolid, Spain",683 17 71 60,https://www.entrenamientopersonalvalladolidjpclub.com/,,5,137,,"establishment, food, gym, health, point_of_interest, store",41.6199831,-4.7785957,,OPERATIONAL,,ChIJO6WlepVtRw0RqO-Z_EQMLl4,Valladolid,Castilla y León,España,No,1,centro yoga · españa
Liashi,🧘‍♀️ Centro de yoga,"C. de Recondo, 7, 47007 Valladolid, Spain",983 27 25 61,http://www.liashi.es/,info@liashi.es,5,600,,"establishment, gym, health, point_of_interest, store",41.6413021,-4.7301313,,OPERATIONAL,,ChIJiQUMATVtRw0RFEjBuaHVTIU,Valladolid,Castilla y León,España,No,1,centro yoga · españa
Meissa Bienestar Osteopatía - Alcalá,🧘‍♀️ Centro de yoga,"C. Parque, 13, 28807 Alcalá de Henares, Madrid, Spain",682 55 14 87,https://www.meissabienestar.com/,info@meissa.es,5,129,,"establishment, gym, health, point_of_interest, school",40.4870963,-3.3694392,,OPERATIONAL,,ChIJTY2IgWlJQg0Ralw1wQ6PBMI,Madrid,Comunidad de Madrid,España,No,1,centro yoga · españa
C&M Pilates Studio,🧘‍♀️ Centro de yoga,"C. de Córdoba, 1, 28804 Alcalá de Henares, Madrid, Spain",633 35 57 77,http://pilatescm.com/,info@pilatescm.com,4.9,220,,"establishment, gym, health, point_of_interest",40.4872929,-3.3460333,,OPERATIONAL,,ChIJraraGUhJQg0Rk8ncUcs00OM,Madrid,Comunidad de Madrid,España,No,1,centro yoga · españa
Wellness Project Pilates 1,🧘‍♀️ Centro de yoga,"C. Dulce María Loynaz, 9, local izquierda, 28806 Alcalá de Henares, Madrid, Spain",621 07 54 07,https://wellnessprojectpillates.my.canva.site/director-portfolio-portfolio-website-in-black-and-white-grey-minimalist-style,,5,185,,"establishment, gym, health, point_of_interest",40.4978227,-3.3751618,,OPERATIONAL,,ChIJMdtz8ORJQg0R3Vprh-FQr2I,Madrid,Comunidad de Madrid,España,No,1,centro yoga · españa
Akasha Yoga Pilates Alcalá,🧘‍♀️ Centro de yoga,"Pl. San José, 5, 28806 Alcalá de Henares, Madrid, Spain",699 44 06 83,http://www.yogapilatesalcala.com/,,4.8,108,,"establishment, gym, health, point_of_interest",40.4907018,-3.3753567,,OPERATIONAL,,ChIJW-JOwnZJQg0RHaRgpzXwexA,Madrid,Comunidad de Madrid,España,No,1,centro yoga · españa
Yoqui Yemayá Yoga Aeroyoga Desarrollo,🧘‍♀️ Centro de yoga,"C. Hilados, 14 posterior, local 6, 28850 Torrejón de Ardoz, Madrid, Spain",635 69 36 12,http://yoquiyemaya.com/,info@yoquiyemaya.com,5,147,,"establishment, gym, health, point_of_interest",40.4461196,-3.4607915,,OPERATIONAL,,ChIJk4EjztQ3Qg0RcZUwawrm4As,Madrid,Comunidad de Madrid,España,No,1,centro yoga · españa
Raja Yoga Madrid,🧘‍♀️ Centro de yoga,"Av. de la Fontanilla, 28, vivienda 32, 28250 Torrelodones, Madrid, Spain",657 64 55 89,http://rajayogamadrid.com/,,5,116,,"establishment, gym, health, point_of_interest",40.5653585,-3.923121,,OPERATIONAL,,ChIJq6r6qjp2QQ0RjlHBsESB_Ek,Madrid,Comunidad de Madrid,España,No,2,centro yoga · españa
Sonia Casado Escuela de Yoga,🧘‍♀️ Centro de yoga,"C. Juan de Austria, 2, 28200 San Lorenzo de El Escorial, Madrid, Spain",630 17 81 57,http://www.soniacasadoyoga.com/,,5,165,,"establishment, gym, health, point_of_interest",40.5927496,-4.1481434,,OPERATIONAL,,ChIJgyGtSYgJQQ0RkaFB0heWYKY,Madrid,Comunidad de Madrid,España,No,2,centro yoga · españa
Escuela Mi retiro de yoga,🧘‍♀️ Centro de yoga,"La Parcería, C. de Martín de Vargas, 13, local 3, Arganzuela, 28005 Madrid, Spain",679 21 01 67,https://miretirodeyoga.com/,,5,137,,"establishment, gym, health, point_of_interest",40.4032538,-3.7019884,,OPERATIONAL,,ChIJq-WfxNIpQg0RcRRNvGry2pA,Madrid,Comunidad de Madrid,España,No,1,centro yoga · españa
Nawwara,🧘‍♀️ Centro de yoga,"C. de Ricardo Ortiz, 52, local detrás, Cdad. Lineal, 28017 Madrid, Spain",633 62 64 29,http://www.nawwara.es/,,5,101,,"establishment, gym, health, point_of_interest",40.425398,-3.6584648,,OPERATIONAL,,ChIJt8n9dEgvQg0RGgwsvvJBdtE,Madrid,Comunidad de Madrid,España,No,1,centro yoga · españa
GONAN YOGA,🧘‍♀️ Centro de yoga,"C. Cardenal Solís, 3, Arganzuela, 28012 Madrid, Spain",653 87 86 95,http://gonanyoga.com/,info@gonanyoga.com,5,108,,"establishment, gym, health, point_of_interest",40.4021983,-3.6995506,,OPERATIONAL,,ChIJy2FJbjImQg0ReKFqL40Dqjg,Madrid,Comunidad de Madrid,España,No,1,centro yoga · españa
Yoga Ángel Crespo,🧘‍♀️ Centro de yoga,"C. del Cardenal Cisneros, 5, 28180 Torrelaguna, Madrid, Spain",646 57 07 74,http://www.yogaangelcrespo.com/,presentenoausente@gmail.com,5,100,,"establishment, gym, health, point_of_interest",40.8273399,-3.5378974,,OPERATIONAL,,ChIJ31U2E1bDQw0RBzFmHjrqItE,Madrid,Comunidad de Madrid,España,No,1,centro yoga · españa
Centro de Bienestar Paula García,🧘‍♀️ Centro de yoga,"C. de las Procesiones, 6, 28722 El Vellón, Madrid, Spain",686 61 30 43,http://www.centrodebienestarpaulagarcia.es/,centrobienestarpaulagarcia@yahoo.com,5,316,,"establishment, gym, health, point_of_interest",40.766827,-3.5818822,,OPERATIONAL,,ChIJ3_PjYvcsQg0RYfObpZY7GdI,Madrid,Comunidad de Madrid,España,No,1,centro yoga · españa
ORIGEN WORKOUT,🧘‍♀️ Centro de yoga,"C. Jardines, 7, 19170 El Casar, Guadalajara, Spain",686 65 18 76,http://origenworkout.com/,,4.9,141,,"establishment, gym, health, point_of_interest",40.7013566,-3.4279328,,OPERATIONAL,,ChIJ6VCoO9LJQw0RwweSvpsIT3s,Madrid,Comunidad de Madrid,España,No,1,centro yoga · españa
The Yoger - Yoga Salamanca,🧘‍♀️ Centro de yoga,"Calle San Mateo, 4, 37002 Salamanca, Spain",611 10 80 33,https://theyoger.es/,,5,133,,"establishment, gym, health, point_of_interest",40.9684894,-5.661837,,OPERATIONAL,,ChIJddMzNxEmPw0R6qU2Wxl9CJY,Salamanca,Castilla y León,España,No,1,centro yoga · españa
Yoga Ganesha Salamanca,🧘‍♀️ Centro de yoga,"Calle Zamora, 84, 37002 Salamanca, Spain",661 92 27 77,https://yogaganeshasalamanca.es/,,5,141,,"establishment, gym, health, point_of_interest",40.9694134,-5.6634845,,OPERATIONAL,,ChIJyVyjTM0nPw0RBqR0rQMvlKQ,Salamanca,Castilla y León,España,No,1,centro yoga · españa
Gimnasio Liza Fitness Gran Vía,🧘‍♀️ Centro de yoga,"C. de la Marquesa de Almarza, 29, 37001 Salamanca, Spain",923 70 96 62,https://instagram.com/lizafitnessgv?igshid=6g2ns4cqy0jr,,4.8,126,,"establishment, gym, health, point_of_interest",40.961168,-5.661388,,OPERATIONAL,,ChIJY6UAysInPw0RUK7gB3M96_c,Cáceres,Extremadura,España,No,2,centro yoga · españa
HOLISTIC CENTER BODY & MIND,🧘‍♀️ Centro de yoga,"C. Asaderia, 9, 37001 Salamanca, Spain",923 26 44 33,http://www.actiosalamanca.com/,,5,128,,"establishment, gym, health, point_of_interest",40.9642241,-5.6603108,,OPERATIONAL,,ChIJaZZgmBMmPw0Rxklkf8xcg7g,Salamanca,Castilla y León,España,No,1,centro yoga · españa
Afitnity Training Box,🧘‍♀️ Centro de yoga,"Ctra. Madrid, 21G, 37900 Santa Marta de Tormes, Salamanca, Spain",622 80 46 62,https://afitnity.es/,,5,119,,"establishment, gym, health, point_of_interest",40.9519958,-5.6494188,,OPERATIONAL,,ChIJR-1V0fUnPw0RbD2Q4_b25Io,Cáceres,Extremadura,España,No,2,centro yoga · españa
LIFE & SPORT,🧘‍♀️ Centro de yoga,"la Fontana, Ctra. Madrid, KM 0, C.C, 37900 Santa Marta de Tormes, Salamanca, Spain",619 46 81 40,http://www.lifesportcentro.com/,info@lifesportcentro.com,5,105,,"establishment, gym, health, point_of_interest",40.9512557,-5.6409071,,OPERATIONAL,,ChIJx3DyWvklPw0Rug7IHCwnXWo,Cáceres,Extremadura,España,No,2,centro yoga · españa
Espacio Nadia,🧘‍♀️ Centro de yoga,"C. Islas Canarias, 18, 37006 Salamanca, Spain",619 60 05 94,http://www.espacionadia.com/,,4.9,116,,"establishment, gym, health, point_of_interest",40.9726397,-5.6660721,,OPERATIONAL,,ChIJB1BcbhgmPw0RAtZ9O8Qzp9A,Salamanca,Castilla y León,España,No,1,centro yoga · españa
Synergym Guadalajara La Llanilla,🧘‍♀️ Centro de yoga,"C. de la Virgen de la Soledad, 26, 19003 Guadalajara, Spain",,https://www.synergym.es/guadalajara-llanilla/,,4.5,533,,"establishment, gym, health, point_of_interest",40.6267453,-3.1657107,,OPERATIONAL,,ChIJyZNuZ5arQw0RYzkreRdo5r4,Guadalajara,Castilla-La Mancha,España,No,2,centro yoga · españa
Kundalini Yoga Studio,🧘‍♀️ Centro de yoga,"Calle de Ruiz, 7, 2do izq, Centro, 28004 Madrid, Spain",616 70 77 69,http://www.studio-kundaliniyoga.com/,,5,136,,"establishment, gym, health, point_of_interest",40.4278968,-3.7040694,,OPERATIONAL,,ChIJH-4wc2AoQg0ReJi0yvop5l0,Madrid,Comunidad de Madrid,España,No,2,centro yoga · españa
"Centro de Yoga, Meditación y Mindfulness en Alcalá de Henares | Eduardo Solarte",🧘‍♀️ Centro de yoga,"C. Amadeo Vives, 4, 28806 Alcalá de Henares, Madrid, Spain",646 14 44 96,http://www.eduardosolarteyoga.com/,,5,195,,"establishment, gym, health, point_of_interest",40.4911083,-3.3788099,,OPERATIONAL,,ChIJB8MFtXtJQg0R1r6P2X7Glbc,Madrid,Comunidad de Madrid,España,No,2,centro yoga · españa
Mysore House,🧘‍♀️ Centro de yoga,"C. de Adela Balboa, 8, Tetuán, 28039 Madrid, Spain",627 18 54 74,https://mysorehouse.es/,info@mysorehouse.es,4.9,172,,"establishment, gym, health, point_of_interest",40.4484291,-3.7065908,,OPERATIONAL,,ChIJ8b8BXvQoQg0RU5DmuJ1pEBA,Madrid,Comunidad de Madrid,España,No,2,centro yoga · españa
Reka Yoga Centro Integral,🧘‍♀️ Centro de yoga,"C. Letonia, 28760 Tres Cantos, Madrid, Spain",637 17 56 54,http://www.rekayoga.es/,rekayogatrescantos@gmail.com,5,118,,"establishment, gym, health, point_of_interest",40.6213426,-3.7109981,,OPERATIONAL,,ChIJBc1_6FLVQw0RekbkQJYK42Q,Madrid,Comunidad de Madrid,España,No,2,centro yoga · españa
Yoga One Pacifico,🧘‍♀️ Centro de yoga,"C. de Sánchez Barcáiztegui, 3, Retiro, 28007 Madrid, Spain",658 51 00 15,http://yogaone.es/pacifico,,4.7,124,,"establishment, gym, health, point_of_interest",40.4025536,-3.6760072,,OPERATIONAL,,ChIJZXHmpmInQg0RbhXvibOOL7U,Madrid,Comunidad de Madrid,España,No,1,centro yoga · españa
The Garden Madrid | Yoga Barrio Salamanca,🧘‍♀️ Centro de yoga,"Calle del Gral. Pardiñas, 75, Bajo, Salamanca, 28006 Madrid, Spain",672 47 80 00,http://www.thegarden-studio.com/,usuario@dominio.com,4.8,129,,"establishment, gym, health, point_of_interest",40.4342728,-3.677989,,OPERATIONAL,,ChIJFTPnOxcpQg0Ru7AWdpyolls,Madrid,Comunidad de Madrid,España,No,1,centro yoga · españa
Zentro Urban Yoga Retiro,🧘‍♀️ Centro de yoga,"C. de Claudio Coello, 5, Salamanca, 28001 Madrid, Spain",625 36 94 66,http://zentrourbanyoga.com/,usuario@dominio.com,4.7,130,,"establishment, gym, health, point_of_interest",40.4208281,-3.6873342,,OPERATIONAL,,ChIJp05PeZkoQg0RswdZUFG3SPc,Madrid,Comunidad de Madrid,España,No,1,centro yoga · españa
Numen Yoga Estudio,🧘‍♀️ Centro de yoga,"Tr.ª del Arenal, 2, 1º, Centro, 28013 Madrid, Spain",664 36 16 55,https://numenyoga.com/,,4.9,103,,"establishment, gym, health, point_of_interest",40.4166939,-3.7056929,,OPERATIONAL,,ChIJ74jAfLwpQg0RzLMbSPlNg_A,Madrid,Comunidad de Madrid,España,No,1,centro yoga · españa
Madrid City Yoga,🧘‍♀️ Centro de yoga,"Calle de los Artistas, 43, Tetuán, 28020 Madrid, Spain",685 54 99 06,https://www.city-yoga.com/?utm_source=google&utm_medium=local,,4.8,189,,"establishment, gym, health, point_of_interest",40.4475033,-3.700332,,OPERATIONAL,,ChIJlQlk3_goQg0RUfoibtGTsm4,Madrid,Comunidad de Madrid,España,No,1,centro yoga · españa
Pilates & Yoga Pura Vida,🧘‍♀️ Centro de yoga,"C. del Tesoro, 30, Centro, 28004 Madrid, Spain",601 20 94 88,http://puravidapilates.es/,,5,183,,"establishment, gym, health, point_of_interest",40.4250313,-3.706344,,OPERATIONAL,,ChIJgdLhUGIoQg0ReAR8Mb2tuh0,Madrid,Comunidad de Madrid,España,No,1,centro yoga · españa
Yoga Home Madrid,🧘‍♀️ Centro de yoga,"Calle de María de Molina, 5, Chamartín, 28006 Madrid, Spain",680 64 70 54,http://www.yogahomemadrid.com/,,4.9,172,,"establishment, gym, health, point_of_interest, spa",40.4381338,-3.6892652,,OPERATIONAL,,ChIJsz1hLDQpQg0R1tKVuAHfTS4,Madrid,Comunidad de Madrid,España,No,1,centro yoga · españa
Lighthouse Yoga,🧘‍♀️ Centro de yoga,"Gta. de Rubén Darío, 3, Chamberí, 28010 Madrid, Spain",619 25 18 46,https://lighthouseyogas.com/,,5,115,,"establishment, gym, health, point_of_interest",40.4332376,-3.6909656,,OPERATIONAL,,ChIJ_4ysqnopQg0RgatddAMEag0,Madrid,Comunidad de Madrid,España,No,2,centro yoga · españa
"Diwali. Yoga, Wellness & Beauty en Marqués de Vadillo, Puerta del Ángel y Arganzuela",🧘‍♀️ Centro de yoga,"Av del Manzanares, 58, Carabanchel, 28019 Madrid, Spain",679 82 21 37,http://diwaliyoga.es/,,4.8,183,,"establishment, gym, health, point_of_interest",40.402675,-3.7231354,,OPERATIONAL,,ChIJvYNMWN0nQg0RJbRdaFzNlHI,Madrid,Comunidad de Madrid,España,No,1,centro yoga · españa
Por Amor al Yoga,🧘‍♀️ Centro de yoga,"C/ de Fernando Garrido, 9, Local 1, Chamberí, 28015 Madrid, Spain",629 40 37 74,http://www.poramoralyoga.com/,,5,100,,"establishment, gym, health, point_of_interest",40.4333844,-3.7096,,OPERATIONAL,,ChIJ84KnrmEoQg0RCVMCVXt7HY8,Madrid,Comunidad de Madrid,España,No,1,centro yoga · españa
KANIKA YOGA,🧘‍♀️ Centro de yoga,"C. de la Arquitectura, 11, Arganzuela, 28005 Madrid, Spain",693 46 04 69,https://www.kanikayoga.es/,info@kanikayoga.es,4.9,168,,"establishment, gym, health, point_of_interest",40.3994733,-3.7020208,,OPERATIONAL,,ChIJGTCLlOUnQg0REp7LMxkxW1A,Madrid,Comunidad de Madrid,España,No,2,centro yoga · españa
KRANTI OLEA. Yoga y Bienestar,🧘‍♀️ Centro de yoga,"C. de Peña de la Miel, 3, Puente de Vallecas, 28018 Madrid, Spain",681 29 91 93,http://krantiolea.es/,info@krantiolea.es,4.8,119,,"establishment, gym, health, point_of_interest",40.3845428,-3.6661036,,OPERATIONAL,,ChIJDz9MQncmQg0RXUFCVsUciQ8,Madrid,Comunidad de Madrid,España,No,2,centro yoga · españa
Shivaratri Yoga,🧘‍♀️ Centro de yoga,"28024, Carr. de Carabanchel a Aravaca, 5, Latina, 28024 Madrid, Spain",627 73 90 90,http://www.shivaratri.es/,info@shivaratri.es,5,112,,"establishment, gym, health, point_of_interest",40.3943455,-3.7725637,,OPERATIONAL,,ChIJ_wZgkyWJQQ0RGcDhve-SMzQ,Madrid,Comunidad de Madrid,España,No,2,centro yoga · españa
Yoga center in Pinto,🧘‍♀️ Centro de yoga,"C. Real, 31, 28320 Pinto, Madrid, Spain",622 28 06 97,https://yogapinto.es/,claudia@yogapinto.es,5,215,,"establishment, gym, health, point_of_interest",40.2426753,-3.7012032,,OPERATIONAL,,ChIJOfFBEHkfQg0R446GY5jGhk4,Madrid,Comunidad de Madrid,España,No,2,centro yoga · españa
Yoga en Móstoles - Respira Yoga,🧘‍♀️ Centro de yoga,"Av. de la Constitucion, 8, 6º izquierda, 28931 Móstoles, Madrid, Spain",645 05 73 01,http://www.respirayoga.es/,info@respirayoga.es,4.9,126,,"establishment, gym, health, point_of_interest",40.3233409,-3.8636892,,OPERATIONAL,,ChIJ_et7Cm-NQQ0RStny156-9KU,Madrid,Comunidad de Madrid,España,No,2,centro yoga · españa
Siente Yoga,🧘‍♀️ Centro de yoga,"C. la Presa, 1, 28981 Parla, Madrid, Spain",687 50 98 15,http://www.sienteyoga.com/,,5,132,,"establishment, gym, health, point_of_interest",40.2413509,-3.7774702,,OPERATIONAL,,ChIJIaKf5tf1QQ0Re6PpNZF6Eck,Madrid,Comunidad de Madrid,España,No,2,centro yoga · españa
Be Art Yoga,🧘‍♀️ Centro de yoga,"C. de Alejandro Ferrant, 4, Arganzuela, 28045 Madrid, Spain",675 91 84 27,https://beartyoga.es/,info@beartyoga.es,4.9,115,,"establishment, gym, health, point_of_interest",40.395035,-3.6941021,,OPERATIONAL,,ChIJqTxqeNonQg0REDX3Om-QTJA,Madrid,Comunidad de Madrid,España,No,2,centro yoga · españa
Madrid Yoga shala,🧘‍♀️ Centro de yoga,"C. Manuel Aleixandre, 7, Arganzuela, 28045 Madrid, Spain",697 30 03 06,http://facebook.com/madridyogashala,,5,241,,"establishment, gym, health, point_of_interest",40.3912954,-3.693826,,OPERATIONAL,,ChIJF2PIa0gmQg0R2ubfTI1Mazo,Madrid,Comunidad de Madrid,España,No,2,centro yoga · españa
YOGAOMMM,🧘‍♀️ Centro de yoga,"Av. Salvador Allende, 2, 28907 Getafe, Madrid, Spain",615 45 95 98,http://www.yogaommm.com/,yogaommmgetafe@gmail.com,5,136,,"establishment, gym, health, point_of_interest",40.3180445,-3.7402776,,OPERATIONAL,,ChIJdXqj1VEhQg0RCtq6csfHjrI,Madrid,Comunidad de Madrid,España,No,2,centro yoga · españa
"Dhamma Sacca, centro de meditación Vipassana",🧘‍♀️ Centro de yoga,"CL-501, Km. 85, 6, 05480 Candeleda, Ávila, Spain",673 76 27 23,http://sacca.dhamma.org/es/,,4.8,251,,"establishment, point_of_interest",40.1436691,-5.292006,,OPERATIONAL,,ChIJwzGJWF_sPw0RNxIUQViFzpY,Ávila,Castilla y León,España,No,2,centro yoga · españa
Mundo Consciente Retiro Espiritual,🧘‍♀️ Centro de yoga,"Camino de las praderas, 6, 05492 Poyales del Hoyo, Ávila, Spain",927 04 92 52,https://mundoconsciente.es/,vive@mundoconsciente.es,4.8,692,,"establishment, health, point_of_interest",40.1698108,-5.1633538,,OPERATIONAL,,ChIJg9NABGjrPw0RB7vd-I2henU,Cáceres,Extremadura,España,No,2,centro yoga · españa
Sakura Vera,🧘‍♀️ Centro de yoga,"Carretera vega de la Barca, km 4,2, 10470 Villanueva de la Vera, Cáceres, Spain",690 34 94 46,https://sakuravera.top/,,4.8,115,,"establishment, point_of_interest",40.1073846,-5.4313184,,OPERATIONAL,,ChIJIzKexCTBPw0R61f2pJBmUDg,Ávila,Castilla y León,España,No,2,centro yoga · españa
"Centro Keisho Alcázar Osteopatia, quiromasaje, MTC y terapias naturales.",🧘‍♀️ Centro de yoga,"Av. Constitución, S/N, 13600 Alcázar de San Juan, Ciudad Real, Spain",623 15 92 78,http://centrokeisho.com/,,5,104,,"establishment, gym, health, point_of_interest, school",39.3982206,-3.2176609,,OPERATIONAL,,ChIJ16h1CKuvaQ0R60lFeRrrQO8,Cuenca,Castilla-La Mancha,España,No,2,centro yoga · españa
Gimnasio Limite,🧘‍♀️ Centro de yoga,"C. Baleares, 11, 45005 Toledo, Spain",925 25 47 91,http://www.gimnasiolimite.es/,gimnasiolimite@gmail.com,4.8,185,,"establishment, gym, health, point_of_interest",39.8730058,-4.0368641,,OPERATIONAL,,ChIJObxHiBILag0RiH2UQCX-GwM,Toledo,Castilla-La Mancha,España,No,2,centro yoga · españa
Synergym Toledo Buenavista,🧘‍♀️ Centro de yoga,"Rda. Buenavista, 43, 45005 Toledo, Spain",,https://synergym.es/toledo-buenavista/,,4.6,500,,"establishment, gym, health, point_of_interest",39.8796961,-4.0351087,,OPERATIONAL,,ChIJP83Hzu0Lag0R1rGcOTZSi7Q,Toledo,Castilla-La Mancha,España,No,2,centro yoga · españa
GYM FITNESS CENTER TOLEDO,🧘‍♀️ Centro de yoga,"C. de Roma, 13, 45003 Toledo, Spain",925 22 10 69,http://www.fitnesscentertoledo.com/,,4.5,196,,"establishment, gym, health, point_of_interest",39.8723394,-4.026448,,OPERATIONAL,,ChIJ4WyTHFUKag0RfAlHnuZbCmo,Toledo,Castilla-La Mancha,España,No,2,centro yoga · españa
Cross MAE Fitness,🧘‍♀️ Centro de yoga,"Carretera Madrid, 14A, 10300 Navalmoral de la Mata, Cáceres, Spain",927 53 53 12,https://crossmaefitness.es/,,4.9,140,,"establishment, gym, health, point_of_interest",39.8916315,-5.5250344,,OPERATIONAL,,ChIJgebgp6zZPw0RnDTCDgmrdEk,Cáceres,Extremadura,España,No,2,centro yoga · españa
Brooklyn Fitboxing Albacete,🧘‍♀️ Centro de yoga,"C. Alba, 1, Y 3, 02006 Albacete, Spain",671 05 68 10,https://bfclick.com/albacete-gmb,albacete@brooklynfitboxing.com,4.9,136,,"establishment, gym, health, point_of_interest",38.9828683,-1.8592385,,OPERATIONAL,,ChIJva62_5RfZg0R_dYmZQru0Ow,Albacete,Castilla-La Mancha,España,No,1,centro yoga · españa
Gimnasio VivaGym Parque Abelardo,🧘‍♀️ Centro de yoga,"C. San José de Calasanz, 8-10, 02002 Albacete, Spain",,https://www.vivagym.com/es-es/gimnasios/albacete/capital/parque-abelardo/?utm_campaign=250922_es_gmb_conversion_generic_parque-abelardo&utm_medium=organic&utm_source=gmb,,4.5,358,,"establishment, gym, health, point_of_interest",38.989746,-1.8554025,,OPERATIONAL,,ChIJLXWtOMFfZg0RXpzN7PsD9YI,Albacete,Castilla-La Mancha,España,No,1,centro yoga · españa
Gimnasio AltaFit Albacete Mariana Pineda,🧘‍♀️ Centro de yoga,"Av. Guardia Civil, 10, 02005 Albacete, Spain",,https://altafitgymclub.com/gimnasios/albacete-marianapineda/,,4.9,120,,"establishment, gym, health, point_of_interest",38.9987919,-1.8581383,,OPERATIONAL,,ChIJYWkfJbZfZg0RDLhdZC0a8HE,Albacete,Castilla-La Mancha,España,No,1,centro yoga · españa
