Nombre,Categoría,Dirección,Teléfono,Web,Email,Valoración,Nº Reseñas,Nivel Precio,Tipos Google,Latitud,Longitud,Horarios,Estado,Google Maps,Place ID,Provincia,Región,País,Web válida (IA),Calidad (IA),Búsqueda
VITALIS Deporte y Salud Mérida,🧘‍♀️ Centro de yoga,"Pl. Miguel Angel Blanco, 06800 Mérida, Badajoz, Spain",924 30 90 80,http://vitalisgym.es/,gymvitalis@gmail.com,4.9,121,,"establishment, gym, health, point_of_interest",38.9111609,-6.3421429,,OPERATIONAL,,ChIJj16WGSonFA0RkI1oVs-6wFk,Badajoz,Extremadura,España,Sí,5,centro pilates · españa
Clínica de fisioterapia Fisiocenter Úbeda,🧘‍♀️ Centro de yoga,"Av. Cdad. de Linares, 18, bajo E, 23400 Úbeda, Jaén, Spain",616 34 61 82,http://www.fisiocenterubeda.es/,fisiocenterubeda@gmail.com,5,180,,"establishment, gym, health, physiotherapist, point_of_interest",38.0165501,-3.3804531,,OPERATIONAL,,ChIJNccLCIjzbg0Ro7dbw9mbqEg,Jaén,Andalucía,España,Sí,5,centro pilates · españa
Espacio Core María Plaza,🧘‍♀️ Centro de pilates,"Urb. Linama, Av. de Andalucía, BLOQUE Nº 3, Local 4 y 5, 23700 Linares, Jaén, Spain",650 61 56 57,https://www.facebook.com/espaciocorelinares,contacto@pilatesmariajesus.es,5,100,,"establishment, health, point_of_interest",38.0925919,-3.6381198,,OPERATIONAL,,ChIJjdfnaBibbg0R6a8iCe3TGZk,Jaén,Andalucía,España,Sí,4,centro pilates · españa
Fisioterapia María Vega,🧘‍♀️ Centro de yoga,"C. Sagunto, 7, 23700 Linares, Jaén, Spain",622 57 43 66,https://fisioterapiamariavega.es/,fisioterapiamariavega@gmail.com,4.9,139,,"establishment, gym, health, point_of_interest",38.0936973,-3.6303328,,OPERATIONAL,,ChIJgYegHMSbbg0ROmQH0s6zRBs,Jaén,Andalucía,España,No,2,centro pilates · españa
Clínica Fisiomar,🧘‍♀️ Centro de yoga,"C. la Carolina, nº12, 23700 Linares, Jaén, Spain",686 95 69 44,http://www.clinicafisiomar.com/,hola@clinicafisiomar.com,5,157,,"establishment, gym, health, physiotherapist, point_of_interest",38.0991104,-3.6336779,,OPERATIONAL,,ChIJ829csDGbbg0RpJC-ODBjoNM,Jaén,Andalucía,España,No,2,centro pilates · españa
Fisio Ágil - Clínica de Fisioterapia,🧘‍♀️ Centro de yoga,"C. José María Valdenebro, 1, Poniente Sur, 14004 Córdoba, Spain",666 06 46 17,https://www.clinicafisioagil.es/,info@clinicafisioagil.es,5,315,,"establishment, gym, health, point_of_interest",37.8804533,-4.7883289,,OPERATIONAL,,ChIJVe3O658gbQ0RtRTYz8hWDaE,Córdoba,Andalucía,España,No,2,centro pilates · españa
CLUB GYM SIERRA | Tu gimnasio en Córdoba,🧘‍♀️ Centro de yoga,"C. Poeta Luis Cernuda, 13, Nte. Sierra, 14012 Córdoba, Spain",957 28 07 11,http://www.clubgymsierra.es/?utm_source=GMB&utm_medium=local&utm_campaign=ficha_gmb_gym_sierra,info@clubgymsierra.es,4.9,300,,"establishment, gym, health, point_of_interest, spa",37.9031479,-4.7978336,,OPERATIONAL,,ChIJyQVeYDjfbA0RLT5SP3HAuIE,Córdoba,Andalucía,España,No,2,centro pilates · españa
SCV wiva lab,🧘‍♀️ Centro de yoga,"C. Diego de los Reyes, 68, LOCAL, 41950 Castilleja de la Cuesta, Sevilla, Spain",639 89 26 29,https://www.scvbiomecanica.com/,salvacabezadevaca@yahoo.es,5,134,,"establishment, gym, health, point_of_interest",37.38446,-6.05638,,OPERATIONAL,,ChIJx_tW4NVtEg0RhTNISL6DkH0,Sevilla,Andalucía,España,Sí,5,centro pilates · españa
inbo Pilates y Fisio,🧘‍♀️ Centro de yoga,"C. Sos del Rey Católico, 7, y 12, Genil, 18006 Granada, Spain",615 82 64 81,http://www.inbo.es/,hola@inbo.es,5,106,,"establishment, gym, health, point_of_interest",37.1663384,-3.5957598,,OPERATIONAL,,ChIJyVgIEuL9cQ0Rsrkchr9kh0g,Granada,Andalucía,España,Sí,5,centro pilates · españa
SANO Antequera Albarizas - Entrenamiento Personal y Grupos Reducidos,🧘‍♀️ Centro de yoga,"C. Alarife Francisco Gutiérrez, 2, 29200 Antequera, Málaga, Spain",658 41 85 70,https://www.sanocenter.es/empresas/sano-antequera-albarizas/,info@sanocenter.es,5,204,,"establishment, gym, health, point_of_interest",37.0244194,-4.5685915,,OPERATIONAL,,ChIJ2VzBjfqRcg0R6jnVIEezU28,Málaga,Andalucía,España,Sí,5,centro pilates · españa
Clínica Osteodinamic,🧘‍♀️ Centro de pilates,"C. Aguilar, 85, 14500 Puente Genil, Córdoba, Spain",667 23 79 02,https://www.clinicaosteodinamic.com/,contacto@clinicaosteodinamic.com,5,235,,"establishment, health, point_of_interest",37.3891608,-4.7731532,,OPERATIONAL,,ChIJxV6youpDbQ0RVvL_ySJgog0,Córdoba,Andalucía,España,Sí,5,centro pilates · españa
M2 Centro Deportivo,🧘‍♀️ Centro de yoga,"Av. del Marqués de la Vega de Armijo, nº93, 14550 Montilla, Córdoba, Spain",957 84 50 23,https://m2centrodeportivo.es/,info@m2centrodeportivo.es,4.8,117,,"establishment, gym, health, point_of_interest",37.5843462,-4.6323501,,OPERATIONAL,,ChIJJ5ER2XATbQ0R1TDozmgkOF8,Córdoba,Andalucía,España,Sí,5,centro pilates · españa
CENTRO ELLE fisioterapia avanzada,🧘‍♀️ Centro de pilates,"C. José Ariza, 20, 14500 Puente Genil, Córdoba, Spain",665 30 44 61,http://www.centroelle.com/,centroellefisioterapia@gmail.com,5,104,,"establishment, health, point_of_interest",37.390324,-4.7676452,,OPERATIONAL,,ChIJ26qqqt9CbQ0RPWsm9GMg37s,Córdoba,Andalucía,España,No,2,centro pilates · españa
Personal & Pilates,🧘‍♀️ Centro de yoga,"C. José Monge Cruz Camarón de la Isla, 41940 Tomares, Sevilla, Spain",622 75 04 09,https://www.personalandpilates.com/,estudio@personalandpilates.com,4.9,101,,"establishment, gym, health, point_of_interest",37.3732806,-6.046672,,OPERATIONAL,,ChIJUXRjFtptEg0Rnik1cz7N3MA,Sevilla,Andalucía,España,Sí,5,centro pilates · españa
Kinetica Integral Health,🧘‍♀️ Centro de yoga,"Av. Italia, 83, 21003 Huelva, Spain",959 25 69 73,http://www.kineticasalud.com/,info@kineticasalud.com,4.9,191,,"establishment, gym, health, physiotherapist, point_of_interest",37.2534679,-6.9498421,,OPERATIONAL,,ChIJufOULTvQEQ0RsSas5UCsQIg,Huelva,Andalucía,España,No,2,centro pilates · españa
Fisioterapia Avanzada y Pilates Terapéutico Salud Activa,🧘‍♀️ Centro de pilates,"C. Villanueva de los Castillejos, 7, 21440 Lepe, Huelva, Spain",617 65 50 12,http://www.fisiosaludactiva.es/,info@fisiosaludactiva.es,5,112,,"establishment, health, point_of_interest",37.25982,-7.20369,,OPERATIONAL,,ChIJY00csucxEA0R_N96D_tRWoo,Huelva,Andalucía,España,Sí,5,centro pilates · españa
OKEYMAS Fitness Club,🧘‍♀️ Centro de yoga,"Av. de la Rondeña, S/N, 11540 Sanlúcar de Barrameda, Cádiz, Spain",657 80 44 38,https://okeymas.es/gimnasio-sanlucar/,info@okeymas.es,4.3,413,,"establishment, gym, health, point_of_interest",36.773781,-6.3448541,,OPERATIONAL,,ChIJv9cCRj3eDQ0R_ilLkX_RSew,Cádiz,Andalucía,España,Sí,5,centro pilates · españa
Fisioterapia Casado Nájera (Fisioterapia en Almería),🧘‍♀️ Centro de yoga,"C. Pérez Galdós, 29, 04006 Almería, Spain",950 22 28 81,http://www.fisiocasadonajera.com/,info@fisiocasadonajera.com,4.9,112,,"establishment, gym, health, physiotherapist, point_of_interest",36.8425015,-2.448353,,OPERATIONAL,,ChIJr1r7huKdeg0RBHbfuGiVkhc,Almería,Andalucía,España,Sí,5,centro pilates · españa
En Buenas Manos fisioterapia y osteopatia,🧘‍♀️ Centro de yoga,"C. Granada, 203, 2° E, 04008 Almería, Spain",686 45 88 96,https://fisioenbuenasmanosalmeria.es/,fisiofgc@hotmail.com,4.9,109,,"establishment, gym, health, physiotherapist, point_of_interest",36.8478297,-2.457348,,OPERATIONAL,,ChIJAVOfYwGeeg0RwaNo5ipGXDo,Almería,Andalucía,España,Sí,5,centro pilates · españa
SANO Berja - Entrenamiento Personal y Grupos Reducidos,🧘‍♀️ Centro de yoga,"Barrio Nuevo Peña, Av. José Barrionuevo Peña, 64, 04760 Berja, Almería, Spain",686 63 25 50,https://www.sanocenter.es/empresas/sano-berja/,info@sanocenter.es,5,115,,"establishment, gym, health, point_of_interest",36.8401806,-2.9436779,,OPERATIONAL,,ChIJv9lpqLVJcA0R7mhK1mZosOo,Almería,Andalucía,España,Sí,5,centro pilates · españa
Fisioterapia Origen La Loma,🧘‍♀️ Centro de yoga,"C. Loma de la Mezquita, 44, 04700 El Ejido, Almería, Spain",673 74 69 50,https://fisioterapeutasejido.com/,fisioterapiaorigen@gmail.com,4.9,132,,"establishment, gym, health, point_of_interest",36.7699387,-2.8213041,,OPERATIONAL,,ChIJFzXE3iFDcA0RlfSPebs2mX0,Almería,Andalucía,España,No,2,centro pilates · españa
SANO Adra - Entrenamiento Personal y Grupos Reducidos,🧘‍♀️ Centro de yoga,"C. Menorca, 25, 04770 Adra, Almería, Spain",622 17 17 53,https://www.sanocenter.es/empresas/sano-adra/,info@sanocenter.es,4.9,153,,"establishment, gym, health, point_of_interest",36.7477,-3.02705,,OPERATIONAL,,ChIJ6TcghMZNcA0Rw2WGhCIwWBA,Almería,Andalucía,España,Sí,5,centro pilates · españa
Centro Axarquía. Fisioterapia y Pilates,🧘‍♀️ Centro de pilates,"C. Huertos, 74, 29780 Nerja, Málaga, Spain",601 64 61 26,https://www.centroaxarquia.com/,centroaxarquia74@gmail.com,5,122,,"establishment, health, point_of_interest",36.7492352,-3.8725,,OPERATIONAL,,ChIJTeu7cwklcg0RItwyfbtDl-M,Málaga,Andalucía,España,Sí,5,centro pilates · españa
"Corporalma Pilates Center | Teatinos, Málaga",🧘‍♀️ Centro de yoga,"C. Eugenio Oneguin, 5, Teatinos-Universidad, 29006 Málaga, Spain",676 36 13 57,http://corporalma.es/,info@corporalma.es,5,110,,"establishment, gym, health, point_of_interest",36.7096094,-4.4642273,,OPERATIONAL,,ChIJ8S5eMkP3cg0RFuaGl0DxldM,Málaga,Andalucía,España,Sí,5,centro pilates · españa
ESTUDIO PILATES MÁLAGA - Auténtico Método Pilates,🧘‍♀️ Centro de yoga,"C. Canales, 3, Local, Distrito Centro, 29002 Málaga, Spain",654 80 51 05,http://www.estudiopilatesmalaga.com/,info@estudiopilatesmalaga.com,4.9,114,,"establishment, gym, health, point_of_interest",36.7113601,-4.4267622,,OPERATIONAL,,ChIJ-3mIPJD3cg0Rd57e1GsSJgE,Málaga,Andalucía,España,No,1,centro pilates · españa
Pilates Malaga Center,🧘‍♀️ Centro de yoga,"P.º Marítimo Cdad. de Melilla, 17, Málaga-Este, 29016 Málaga, Spain",680 90 24 20,http://www.pilatesmalagacenter.com/,pilatesmalaga@gmail.com,4.9,132,,"establishment, gym, health, point_of_interest",36.7170601,-4.4114757,,OPERATIONAL,,ChIJfbF0Men3cg0R19TE9YA9C5Y,Málaga,Andalucía,España,No,1,centro pilates · españa
Centro de Fitness Q-FITLIFE,🧘‍♀️ Centro de yoga,"Arrabal Sector 23, 29649 Las Lagunas de Mijas, Málaga, Spain",951 56 61 39,http://www.q-fitlife.com/,baza@q-fitlife.com,4.9,155,,"establishment, gym, health, point_of_interest",36.527627,-4.6614448,,OPERATIONAL,,ChIJU1ZOIZDhcg0RUnmMJ22t8oM,Málaga,Andalucía,España,Sí,5,centro pilates · españa
Fidias Center Puerto de Santa María,🧘‍♀️ Centro de yoga,"C. de las Magnolias, 35, 11500 El Puerto de Sta María, Cádiz, Spain",956 87 26 19,http://center.fidias.net/,amartin@fidias.net,4.9,124,,"establishment, gym, health, physiotherapist, point_of_interest",36.5999055,-6.2504138,,OPERATIONAL,,ChIJwYST5hjQDQ0R8Ik8isWghPU,Cádiz,Andalucía,España,Sí,5,centro pilates · españa
Physio & Pilates EKO,🧘‍♀️ Centro de yoga,"Av. de la Libertad, 11, local 10, 11500 El Puerto de Sta María, Cádiz, Spain",637 77 06 23,https://ekofisioterapia.com/,ekofisioypilates@gmail.com,4.9,155,,"establishment, gym, health, point_of_interest",36.5969067,-6.2406057,,OPERATIONAL,,ChIJSz4uLyDQDQ0RbkvyXcn-OfE,Cádiz,Andalucía,España,Sí,5,centro pilates · españa
Flow Training Pilates Faro,🧘‍♀️ Centro de yoga,"Rua Eng.o Aboim de Sande Lemos, 16A, 8000-544 Faro, Portugal",913 400 011,https://www.flowtraining.pt/,info@flowtraining.es,5,149,,"establishment, gym, health, point_of_interest",37.0139263,-7.9292085,,OPERATIONAL,,ChIJydZRoy9TBQ0RrexxSFJbZIA,Faro,,Portugal,No,1,centro pilates · españa
OKEYMAS Fitness Club,🧘‍♀️ Centro de yoga,"Ctra. Rinconcillo, 1, 11205 Algeciras, Cádiz, Spain",956 90 87 05,https://okeymas.es/gimnasio-algeciras/,info@okeymas.es,4.5,226,,"establishment, gym, health, point_of_interest",36.1441609,-5.4489914,,OPERATIONAL,,ChIJ63OQ1DPrDA0RSSB_bHEgKEo,Cádiz,Andalucía,España,No,1,centro pilates · españa
Natalbel | Centro de preparación al parto y ecografía emocional,🧘‍♀️ Centro de yoga,"Urbanización, Av. Virgen de la Palma, s/n, 11203 Prol, Cádiz, Spain",600 98 20 75,http://www.natalbel.com/,informacion@natalbel.com,5,447,,"establishment, gym, health, physiotherapist, point_of_interest",36.1357141,-5.4630838,,OPERATIONAL,,ChIJ2fwvyLOUDA0RMGdTxYG7NrE,Cádiz,Andalucía,España,Sí,4,centro pilates · españa
Espacio Arcadia: Yoga y Pilates Coruña,🧘‍♀️ Centro de yoga,"Rúa Arzobispo Lago González, 4-1º, 15004 A Coruña, Spain",673 50 25 17,https://espacioarcadia.es/,info@espacioarcadia.es,5,102,,"establishment, gym, health, point_of_interest",43.3646089,-8.4077171,,OPERATIONAL,,ChIJi39DaI98Lg0RbMV7ZjpycK8,La Coruña,Galicia,España,No,1,centro yoga · españa
Centro Ki * Lau,🧘‍♀️ Centro de yoga,"Rúa Constitución, 21, 15679 Cambre, A Coruña, Spain",620 28 17 47,https://centrokilau.com/,centro.kilau@gmail.com,5,152,,"establishment, gym, health, point_of_interest, store",43.3195225,-8.3580851,,OPERATIONAL,,ChIJ45wXfdlkLg0RmKyQzo6k_AE,A Coruña,Galicia,España,Sí,5,centro yoga · españa
Energía Zen,🧘‍♀️ Centro de yoga,"Rúa de José Antonio Souto Paz, 14, 15702 Santiago de Compostela, A Coruña, Spain",698 12 63 46,http://www.energiazen.es/,info@energiazen.es,4.9,114,,"establishment, gym, health, point_of_interest",42.8646343,-8.541233,,OPERATIONAL,,ChIJlT3XCnz_Lg0RQv9PRg1RKL0,A Coruña,Galicia,España,Sí,5,centro yoga · españa
Mui Pilates,🧘‍♀️ Centro de yoga,"Rua das Hedras, 6 Nivel 0 Bajo P, 15895 O Milladoiro, La Coruña, Spain",628 91 43 52,https://www.muipilates.com/,muipilates@gmail.com,4.9,108,,"establishment, gym, health, point_of_interest",42.8496145,-8.5819888,,OPERATIONAL,,ChIJCQUaEqcDLw0RCfAUp41Ijvw,La Coruña,Galicia,España,No,1,centro yoga · españa
Complexo Deportivo Municipal A Fieiteira,🧘‍♀️ Centro de yoga,"CP-7305, 3, 15967 Ribeira, A Coruña, Spain",981 87 36 46,http://ribeira.gal/,atencionciudadana@ribeira.gal,4,492,,"establishment, gym, health, point_of_interest",42.5467177,-8.9980992,,OPERATIONAL,,ChIJn6GTCTM4Lw0RsdK0NbxXvAM,A Coruña,Galicia,España,Sí,5,centro yoga · españa
Acfitness Gym (Noia),🧘‍♀️ Centro de yoga,"Rúa Pintor Xenaro Carrero, 33, 27, 15200 Noia, A Coruña, Spain",881 94 66 07,http://www.acfitnessgym.es/,info@acfitnessgym.es,4.8,118,,"establishment, gym, health, point_of_interest",42.7892156,-8.8893905,,OPERATIONAL,,ChIJ1eBW7gIhLw0Rf6pQupJlIA0,A Coruña,Galicia,España,Sí,5,centro yoga · españa
"ETP ENCUENTRA TU POTENCIAL Centro Coaching Deportivo (Yoga, Pilates, Calistenia y Acondicionamiento Físico)",🧘‍♀️ Centro de yoga,"Rúa da Ponte, 31, 36500 Lalín, Pontevedra, Spain",656 94 49 37,http://www.encuentratupotencial.com/,info@encuentratupotencial.com,5,103,,"establishment, gym, health, point_of_interest",42.6645116,-8.1129715,,OPERATIONAL,,ChIJC76pBmrHLw0RAPug5SBvpvU,Pontevedra,Galicia,España,Sí,5,centro yoga · españa
Polideportivo de Barbadás,🧘‍♀️ Centro de yoga,"32002 Barbadás, Province of Ourense, Spain",988 26 35 19,http://edbarbadas.com/horarios/,edbarbadas@gmail.com,4.2,209,,"establishment, point_of_interest",42.3127397,-7.8811403,,OPERATIONAL,,ChIJR7ex79D4Lw0RMAVeNYgLSgY,Ourense,Galicia,España,No,2,centro yoga · españa
Pazo dos Deportes Paco Paz,🧘‍♀️ Centro de yoga,"Finca Sevilla, 41, 32005 Ourense, Spain",988 31 79 00,https://www.pazopacopaz.es/,deportes@depourense.gal,4.3,777,,"establishment, gym, health, point_of_interest",42.3170959,-7.8641223,,OPERATIONAL,,ChIJz9WW18j-Lw0R6syGxRCtlGo,Ourense,Galicia,España,Sí,5,centro yoga · españa
Spirit Yoga,🧘‍♀️ Centro de yoga,"Rúa Julio Prieto Nespereira, 27, 32005 Ourense, Spain",604 01 60 71,https://www.spirityoga.es/,contacto@spirityoga.es,5,108,,"establishment, gym, health, point_of_interest",42.3322336,-7.8627858,,OPERATIONAL,,ChIJI3_xeeb_Lw0RKqJ5J8Ek3-M,Ourense,Galicia,España,Sí,5,centro yoga · españa
BeOne Ourense,🧘‍♀️ Centro de yoga,"Rúa do Sol, 1, 32001 Orense, Ourense, Spain",988 21 07 69,https://beone.es/centros-deportivos/ourense/ourense,ourense@beone.es,4.4,828,,"establishment, gym, health, point_of_interest",42.3591764,-7.8671856,,OPERATIONAL,,ChIJjUF2FwL8Lw0Rdv3lhpy8-ug,Ourense,Galicia,España,Sí,5,centro yoga · españa
el cercano espacio,🧘‍♀️ Centro de yoga,"Rúa Cardenal Quevedo, 20, 32004 Ourense, Spain",988 21 19 25,http://www.elcercano.com/,elcercano@elcercano.com,4.4,205,,"establishment, point_of_interest",42.3425064,-7.8614147,,OPERATIONAL,,ChIJNXsHgbf-Lw0RCUeFuiW12OM,Ourense,Galicia,España,No,2,centro yoga · españa
Toni Pilates,🧘‍♀️ Centro de yoga,"Av. de Castrelos, 240, 36210 Vigo, Pontevedra, Spain",685 10 29 95,http://www.tonipilates.com/,info@tonipilates.com,4.8,204,,"establishment, gym, health, point_of_interest",42.2068474,-8.7308451,,OPERATIONAL,,ChIJERW1sOiJJQ0RMXDL9sMrDQw,Pontevedra,Galicia,España,Sí,5,centro yoga · españa
RAW YOGA STUDIO Vigo,🧘‍♀️ Centro de yoga,"Rúa López de Neira, 9, Santiago de Vigo, 36202 Vigo, Pontevedra, Spain",678 80 56 40,http://www.rawyoga.es/,hello@rawyoga.es,4.9,113,,"establishment, gym, health, point_of_interest",42.2364851,-8.7243893,,OPERATIONAL,,ChIJd_XKuxljLw0RfzUuEoMhdpw,Pontevedra,Galicia,España,Sí,5,centro yoga · españa
Pabellón polideportivo de Nigrán,🧘‍♀️ Centro de yoga,"Rúa Gondomar, 2, 36340 Nigrán, Pontevedra, Spain",986 36 50 00,http://www.nigran.es/,info@nigran.org,4,280,,"establishment, point_of_interest",42.1426186,-8.8193448,,OPERATIONAL,,ChIJgQPwqESLJQ0RkP9l1hyLcKw,Pontevedra,Galicia,España,Sí,5,centro yoga · españa
Forlife - Ginásio em Viseu,🧘‍♀️ Centro de yoga,"R. do Palacio do Gelo nº 3 Piso -2, 3504-526 Viseu, Portugal",232 483 920,https://forlife.pt/,geral@forlife.pt,4.3,259,,"establishment, gym, health, point_of_interest, spa",40.643328,-7.912104,,OPERATIONAL,,ChIJI9AIlP42Iw0R9G5yAeZYBiU,Viseu,,Portugal,Sí,5,centro yoga · españa
Yoga Unlimited,🧘‍♀️ Centro de yoga,"Av. Rodríguez de Ledesma, 2, Local 4, Oeste, 10001 Cáceres, Spain",664 60 54 72,https://yogartcaceres.wordpress.com/tag/yogart-caceres/,lylytktana@gmail.com,5,119,,"establishment, gym, health, point_of_interest",39.4719522,-6.382421,,OPERATIONAL,,ChIJk2HT8ebfFQ0R0lNTYk-B0g0,Badajoz,Extremadura,España,No,2,centro yoga · españa
La Kabilia Studios,🧘‍♀️ Centro de yoga,"Av. Felipe Corchero Polígono Industrial Las Palmeras, Nave 3, 06800 Mérida, Badajoz, Spain",636 85 64 22,https://lakabilia.com/,info@lakabilia.com,5,150,,"establishment, gym, health, point_of_interest",38.9234261,-6.3396608,,OPERATIONAL,,ChIJh9ETOZQmFA0RU4IxB6iX1Qw,Badajoz,Extremadura,España,Sí,5,centro yoga · españa
CrossFit Puigcerdà,🧘‍♀️ Centro de yoga,"Carrer Puigmal, 1, Bajo, 17520 Puigcerdà, Girona, Spain",676 58 90 41,http://www.crossfitpuigcerda.com/,info@crossfitpuigcerda.com,4.9,104,,"establishment, gym, health, point_of_interest",42.4285176,1.9285436,,OPERATIONAL,,ChIJfcMvS3J7pRIRppab6PaBMtw,Girona,Cataluña,España,Sí,5,centro yoga · españa
Wellness Experience Andorra,🧘‍♀️ Centro de yoga,"Av. Meritxell, 36, 2n 2a, AD500 Andorra la Vella, Andorra",360 163,https://www.andorrawellnessexperience.com/,info@andorrawellnessexperience.com,4.9,523,,"establishment, health, point_of_interest",42.5079663,1.525387,,OPERATIONAL,,ChIJJwkufl2LpRIRggoL12j1rok,Andorra,,Andorra,No,2,centro yoga · españa
Centre Esportiu d'Ordino,🧘‍♀️ Centro de yoga,"Travessia d'Ordino, 1, AD300 Ordino, Andorra",878 110,http://www.ceo.ad/,centreesportiu@ordino.ad,4.4,182,,"establishment, point_of_interest",42.556249,1.5322772,,OPERATIONAL,,ChIJnUVuORJgrxIRo_0ae2-o_JY,Andorra,,Andorra,No,2,centro yoga · españa
Centre Esportiu Esquitx,🧘‍♀️ Centro de yoga,"Avinguda de Guillem Graell, 67, 25700 La Seu d'Urgell, Lleida, Spain",973 35 25 53,http://www.esquitx.info/,esquitxcentreesportiu@gmail.com,4.5,267,,"establishment, gym, health, point_of_interest",42.3612017,1.4638241,,OPERATIONAL,,ChIJTzGZQL_tpRIRxOY2wVp5w5k,Andorra,,Andorra,No,2,centro yoga · españa
"Espai Sangha, ioga, meditació, massatges i terapia",🧘‍♀️ Centro de yoga,"Parking gratuït la Forestal, Ctra. Vella, 94, baixos, 08470 Sant Celoni, Barcelona, Spain",647 90 32 08,https://espaisangha.org/,espaisangha@gmail.com,5,144,,"establishment, gym, health, point_of_interest",41.6887811,2.4926588,,OPERATIONAL,,ChIJ8Wosl9gzuxIRIpiI-lso4_M,Barcelona,Cataluña,España,No,2,centro yoga · españa
Yogayo,🧘‍♀️ Centro de yoga,"Rial de sa Clavella, 59, 08350 Arenys de Mar, Barcelona, Spain",622 13 82 10,http://yogayo.cat/,yogayo.info@gmail.com,5,212,,"establishment, gym, health, point_of_interest",41.5808927,2.5475049,,OPERATIONAL,,ChIJ44ND8GI3uxIRO8J2D6ZMDhs,Barcelona,Cataluña,España,No,2,centro yoga · españa
Molt més que Ioga,🧘‍♀️ Centro de yoga,"Carrer de Santa Eugènia, 97, 08340 Vilassar de Mar, Barcelona, Spain",625 32 37 01,http://www.moltmesqueioga.com/,hola@moltmesqueioga.com,5,105,,"establishment, gym, health, point_of_interest",41.5008879,2.3821141,,OPERATIONAL,,ChIJI1pbwcCipBIRs-LMEZRAlaI,Barcelona,Cataluña,España,No,2,centro yoga · españa
Escola de Ioga i Salut Integral - Yoga a Sabadell,🧘‍♀️ Centro de yoga,"236, Av. de Barberà, 226, 08203 Sabadell, Barcelona, Spain",937 11 60 02,https://escolaioga.com/,info@escolaioga.com,5,247,,"establishment, gym, health, point_of_interest",41.5347559,2.1143813,,OPERATIONAL,,ChIJbVIOca-VpBIRAAjWKqsNUPg,Barcelona,Cataluña,España,No,2,centro yoga · españa
FIGA yoga studio - navakarana Sagrada Familia,🧘‍♀️ Centro de yoga,"Passatge de Maiol, 8, loc. 1, Eixample, 08013 Barcelona, Spain",659 32 72 05,https://figayogastudio.com/,hola@figayogastudio.com,5,139,,"establishment, gym, health, point_of_interest",41.4019042,2.1745952,,OPERATIONAL,,ChIJB0KLrFOjpBIR0KIMnG5c2zw,Barcelona,Cataluña,España,Sí,5,centro yoga · españa
Mandiram Escuela de Yoga Poblenou,🧘‍♀️ Centro de yoga,"Carrer de Ramon Turró, 100, 1º8, Sant Martí, 08005 Barcelona, Spain",933 01 02 04,https://www.yogaenmandiram.com/descubre/nuestras-clases-de-yoga-en-poblenou-barcelona,info@yogaenmandiram.com,4.9,183,,"establishment, gym, health, point_of_interest",41.394884,2.196455,,OPERATIONAL,,ChIJBb-m1rKjpBIRAHKFEMUXqCY,Barcelona,Cataluña,España,No,2,centro yoga · españa
Yoga Terrassa,🧘‍♀️ Centro de yoga,"Carrer de Gaudí, 8, 08221 Terrassa, Barcelona, Spain",649 25 74 48,http://www.yogaterrassa.cat/,info@yogaterrassa.cat,5,124,,"establishment, gym, health, point_of_interest",41.5641077,2.0111284,,OPERATIONAL,,ChIJowmh9kiTpBIR9cVYrGHiPio,Barcelona,Cataluña,España,No,2,centro yoga · españa
YOGA 108,🧘‍♀️ Centro de yoga,"Carrer de Roger de Llúria, 115, 2º 2º, Eixample, 08037 Barcelona, Spain",673 57 87 02,https://www.yoga108bcn.com/,hola@yoga108bcn.com,4.9,136,,"establishment, gym, health, point_of_interest",41.3961753,2.1645249,,OPERATIONAL,,ChIJL9u3YpqipBIR5S3-ujCwhf8,Barcelona,Cataluña,España,Sí,5,centro yoga · españa
Sincronia Yoga | Gràcia Barcelona,🧘‍♀️ Centro de yoga,"Carrer de Pere Serafí, 7, Gràcia, 08012 Barcelona, Spain",685 50 32 59,https://sincroniayoga.com/es/,sincroniayoga@gmail.com,4.7,162,,"establishment, gym, health, point_of_interest",41.4006135,2.1558258,,OPERATIONAL,,ChIJh2A7VL2ipBIRIxR3Ylnot50,Barcelona,Cataluña,España,Sí,5,centro yoga · españa
Acroyoga y Yoga Barcelona,🧘‍♀️ Centro de yoga,"Carrer Gran de Gràcia, Gràcia, 08012 Barcelona, Spain",635 35 04 32,https://lilinyoga.com/,hola@lilinyoga.com,5,103,,"establishment, gym, health, point_of_interest",41.3982596,2.1575016,,OPERATIONAL,,ChIJ83XWtZeipBIRKbUtA1XVHSE,Barcelona,Cataluña,España,Sí,5,centro yoga · españa
Trèvol,🧘‍♀️ Centro de yoga,"Avinguda de Tortosa, 84, 25005 Lleida, Spain",973 10 68 85,https://trevollleida.com/,contacte@trevollleida.com,4.1,741,,"establishment, gym, health, point_of_interest",41.621291,0.6391513,,OPERATIONAL,,ChIJxRoEhV_gphIRCzx_vr6CRZ8,Lleida,Cataluña,España,Sí,5,centro yoga · españa
Anytime Fitness Parc de l'Aigua,🧘‍♀️ Centro de yoga,"Avinguda de Fontanet, 20, 25001 Lleida, Spain",602 25 15 94,https://www.anytimefitness.es/consulta-club/?club=SP-0091,parcdelaigua@anytimefitness.es,3.4,133,,"establishment, gym, health, point_of_interest",41.6033143,0.6399267,,OPERATIONAL,,ChIJmyJdEXXhphIRrvf_i76dhIY,Lleida,Cataluña,España,Sí,5,centro yoga · españa
